"year","state","state_po","candidate","candidatevotes","totalvotes","party_simplified","voteshare","winner"
2020,"NEW JERSEY","NJ","BIDEN, JOSEPH R. JR",2608335,4549353,"DEMOCRAT",0.57334196752813,1
2020,"NEW MEXICO","NM","BIDEN, JOSEPH R. JR",501614,923965,"DEMOCRAT",0.542892858495722,1
2020,"NEW MEXICO","NM","TRUMP, DONALD J.",401894,923965,"REPUBLICAN",0.434966692461295,0
2020,"NEW YORK","NY","BIDEN, JOSEPH R. JR",5230985,8661735,"DEMOCRAT",0.603918845358349,1
2020,"NEW YORK","NY","TRUMP, DONALD J.",3244798,8661735,"REPUBLICAN",0.374612938400909,0
2020,"NORTH CAROLINA","NC","TRUMP, DONALD J.",2758773,5524802,"REPUBLICAN",0.499343324882955,1
2020,"NORTH CAROLINA","NC","BIDEN, JOSEPH R. JR",2684292,5524802,"DEMOCRAT",0.485862117773632,0
2020,"NORTH DAKOTA","ND","TRUMP, DONALD J.",235595,361819,"REPUBLICAN",0.651140487370757,1
2020,"NORTH DAKOTA","ND","BIDEN, JOSEPH R. JR",114902,361819,"DEMOCRAT",0.317567623590801,0
2020,"OHIO","OH","TRUMP, DONALD J.",3154834,5922202,"REPUBLICAN",0.532713001008746,1
2020,"OHIO","OH","BIDEN, JOSEPH R. JR",2679165,5922202,"DEMOCRAT",0.45239338340705,0
2020,"OKLAHOMA","OK","TRUMP, DONALD J.",1020280,1560699,"REPUBLICAN",0.65373271848063,1
2020,"OKLAHOMA","OK","BIDEN, JOSEPH R. JR",503890,1560699,"DEMOCRAT",0.322861743359866,0
2020,"OREGON","OR","TRUMP, DONALD J.",958448,2374321,"REPUBLICAN",0.403672460463434,0
2020,"OREGON","OR","BIDEN, JOSEPH R. JR",1340383,2374321,"DEMOCRAT",0.564533186540489,1
2020,"PENNSYLVANIA","PA","TRUMP, DONALD J.",3377674,6915283,"REPUBLICAN",0.488436120401725,0
2020,"PENNSYLVANIA","PA","BIDEN, JOSEPH R. JR",3458229,6915283,"DEMOCRAT",0.500084956754481,1
2020,"RHODE ISLAND","RI","BIDEN, JOSEPH R. JR",307486,516990,"DEMOCRAT",0.594761987659336,1
2020,"RHODE ISLAND","RI","TRUMP, DONALD J.",199922,516990,"REPUBLICAN",0.386703804715759,0
2020,"SOUTH CAROLINA","SC","TRUMP, DONALD J.",1385103,2514096,"REPUBLICAN",0.550934809171965,1
2020,"SOUTH CAROLINA","SC","BIDEN, JOSEPH R. JR",1091541,2514096,"DEMOCRAT",0.434168384978139,0
2020,"SOUTH DAKOTA","SD","TRUMP, DONALD J.",261043,422609,"REPUBLICAN",0.617693896722502,1
2020,"SOUTH DAKOTA","SD","BIDEN, JOSEPH R. JR",150471,422609,"DEMOCRAT",0.356052521361353,0
2020,"TENNESSEE","TN","TRUMP, DONALD J.",1852475,3053851,"REPUBLICAN",0.606602941662838,1
2020,"TENNESSEE","TN","BIDEN, JOSEPH R. JR",1143711,3053851,"DEMOCRAT",0.374514342710237,0
2020,"TEXAS","TX","TRUMP, DONALD J.",5890347,11315056,"REPUBLICAN",0.520576036035526,1
2020,"TEXAS","TX","BIDEN, JOSEPH R. JR",5259126,11315056,"DEMOCRAT",0.464790099138705,0
2020,"UTAH","UT","BIDEN, JOSEPH R. JR",560282,1488289,"DEMOCRAT",0.376460485833061,0
2020,"UTAH","UT","TRUMP, DONALD J.",865140,1488289,"REPUBLICAN",0.581298390299196,1
2020,"VERMONT","VT","BIDEN, JOSEPH R. JR",242820,370968,"DEMOCRAT",0.654557805525005,1
2020,"VERMONT","VT","TRUMP, DONALD J.",112704,370968,"REPUBLICAN",0.303810571262211,0
2020,"VIRGINIA","VA","BIDEN, JOSEPH R. JR",2413568,4460524,"DEMOCRAT",0.541095171778024,1
2020,"VIRGINIA","VA","TRUMP, DONALD J.",1962430,4460524,"REPUBLICAN",0.439955036672821,0
2020,"WASHINGTON","WA","BIDEN, JOSEPH R. JR",2369612,4087631,"DEMOCRAT",0.579703011353031,1
2020,"WASHINGTON","WA","TRUMP, DONALD J.",1584651,4087631,"REPUBLICAN",0.387669777433433,0
2020,"WEST VIRGINIA","WV","BIDEN, JOSEPH R. JR",235984,794652,"DEMOCRAT",0.296965212445196,0
2020,"WEST VIRGINIA","WV","TRUMP, DONALD J.",545382,794652,"REPUBLICAN",0.686315519246161,1
2020,"WISCONSIN","WI","BIDEN, JOSEPH R. JR",1630866,3298041,"DEMOCRAT",0.494495368614277,1
2020,"WISCONSIN","WI","TRUMP, DONALD J.",1610184,3298041,"REPUBLICAN",0.488224373196088,0
2020,"WYOMING","WY","BIDEN, JOSEPH R. JR",73491,278503,"DEMOCRAT",0.263878665579904,0
2020,"WYOMING","WY","TRUMP, DONALD J.",193559,278503,"REPUBLICAN",0.694997899484027,1
