"year","state","state_po","candidate","candidatevotes","totalvotes","party_simplified","voteshare","winner"
2012,"DELAWARE","DE","ROMNEY, MITT",165484,413890,"REPUBLICAN",0.399826040735461,0
2012,"DISTRICT OF COLUMBIA","DC","OBAMA, BARACK H.",267070,293764,"DEMOCRAT",0.909131139281873,1
2012,"DISTRICT OF COLUMBIA","DC","ROMNEY, MITT",21381,293764,"REPUBLICAN",0.0727829141760052,0
2012,"FLORIDA","FL","OBAMA, BARACK H.",4237756,8474179,"DEMOCRAT",0.500078650686987,1
2012,"FLORIDA","FL","ROMNEY, MITT",4163447,8474179,"REPUBLICAN",0.491309777619755,0
2012,"GEORGIA","GA","ROMNEY, MITT",2078688,3897839,"REPUBLICAN",0.533292421775245,1
2012,"GEORGIA","GA","OBAMA, BARACK H.",1773827,3897839,"DEMOCRAT",0.455079596668821,0
2012,"HAWAII","HI","OBAMA, BARACK H.",306658,437159,"DEMOCRAT",0.701479324456319,1
2012,"HAWAII","HI","ROMNEY, MITT",121015,437159,"REPUBLICAN",0.276821476853959,0
2012,"IDAHO","ID","ROMNEY, MITT",420911,652274,"REPUBLICAN",0.645297834958928,1
2012,"IDAHO","ID","OBAMA, BARACK H.",212787,652274,"DEMOCRAT",0.326223335592098,0
2012,"ILLINOIS","IL","OBAMA, BARACK H.",3019512,5242014,"DEMOCRAT",0.576021353624771,1
2012,"ILLINOIS","IL","ROMNEY, MITT",2135216,5242014,"REPUBLICAN",0.407327412708169,0
2012,"INDIANA","IN","ROMNEY, MITT",1420543,2624534,"REPUBLICAN",0.541255323802245,1
2012,"INDIANA","IN","OBAMA, BARACK H.",1152887,2624534,"DEMOCRAT",0.439273029040584,0
2012,"IOWA","IA","OBAMA, BARACK H.",822544,1582180,"DEMOCRAT",0.519880165341491,1
2012,"IOWA","IA","ROMNEY, MITT",730617,1582180,"REPUBLICAN",0.461778685105361,0
2012,"KANSAS","KS","ROMNEY, MITT",692634,1159971,"REPUBLICAN",0.597113203692161,1
2012,"KANSAS","KS","OBAMA, BARACK H.",440726,1159971,"DEMOCRAT",0.37994570553919,0
2012,"KENTUCKY","KY","ROMNEY, MITT",1087190,1797212,"REPUBLICAN",0.604931415993216,1
2012,"KENTUCKY","KY","OBAMA, BARACK H.",679370,1797212,"DEMOCRAT",0.378013278344458,0
2012,"LOUISIANA","LA","ROMNEY, MITT",1152262,1994065,"REPUBLICAN",0.577845757284743,1
2012,"LOUISIANA","LA","OBAMA, BARACK H.",809141,1994065,"DEMOCRAT",0.405774636233022,0
2012,"MAINE","ME","OBAMA, BARACK H.",401306,724758,"DEMOCRAT",0.553710341934825,1
2012,"MAINE","ME","ROMNEY, MITT",292276,724758,"REPUBLICAN",0.403273920398257,0
2012,"MARYLAND","MD","OBAMA, BARACK H.",1677844,2707327,"DEMOCRAT",0.619741907793185,1
2012,"MARYLAND","MD","ROMNEY, MITT",971869,2707327,"REPUBLICAN",0.358977323389454,0
2012,"MASSACHUSETTS","MA","OBAMA, BARACK H.",1921290,3184196,"DEMOCRAT",0.603383083202165,1
2012,"MASSACHUSETTS","MA","ROMNEY, MITT",1188314,3184196,"REPUBLICAN",0.373191223153349,0
2012,"MICHIGAN","MI","OBAMA, BARACK H.",2564569,4730961,"DEMOCRAT",0.542082042105188,1
2012,"MICHIGAN","MI","ROMNEY, MITT",2115256,4730961,"REPUBLICAN",0.447109160274202,0
2012,"MINNESOTA","MN","OBAMA, BARACK H.",1546167,2936561,"DEMOCRAT",0.526523031532463,1
2012,"MINNESOTA","MN","ROMNEY, MITT",1320225,2936561,"REPUBLICAN",0.449582011066686,0
2012,"MISSISSIPPI","MS","ROMNEY, MITT",710746,1285584,"REPUBLICAN",0.552858467435811,1
2012,"MISSISSIPPI","MS","OBAMA, BARACK H.",562949,1285584,"DEMOCRAT",0.437893595439893,0
2012,"MISSOURI","MO","ROMNEY, MITT",1482440,2757323,"REPUBLICAN",0.537637411358771,1
2012,"MISSOURI","MO","OBAMA, BARACK H.",1223796,2757323,"DEMOCRAT",0.443834835454533,0
2012,"MONTANA","MT","ROMNEY, MITT",267928,484048,"REPUBLICAN",0.553515353849205,1
2012,"MONTANA","MT","OBAMA, BARACK H.",201839,484048,"DEMOCRAT",0.416981373748058,0
2012,"NEBRASKA","NE","ROMNEY, MITT",475064,794379,"REPUBLICAN",0.59803192179048,1
2012,"NEBRASKA","NE","OBAMA, BARACK H.",302081,794379,"DEMOCRAT",0.38027314417929,0
2012,"NEVADA","NV","OBAMA, BARACK H.",531373,1014918,"DEMOCRAT",0.523562494704006,1
2012,"NEVADA","NV","ROMNEY, MITT",463567,1014918,"REPUBLICAN",0.456753156412636,0
2012,"NEW HAMPSHIRE","NH","OBAMA, BARACK H.",369561,710972,"DEMOCRAT",0.51979684150712,1
2012,"NEW HAMPSHIRE","NH","ROMNEY, MITT",329918,710972,"REPUBLICAN",0.464037964926889,0
2012,"NEW JERSEY","NJ","OBAMA, BARACK H.",2122786,3638499,"DEMOCRAT",0.583423549106376,1
2012,"NEW JERSEY","NJ","ROMNEY, MITT",1478088,3638499,"REPUBLICAN",0.406235648271444,0
2012,"NEW MEXICO","NM","OBAMA, BARACK H.",415335,783758,"DEMOCRAT",0.529927605204668,1
2012,"NEW MEXICO","NM","ROMNEY, MITT",335788,783758,"REPUBLICAN",0.428433266390901,0
2012,"NEW YORK","NY","OBAMA, BARACK H.",4324228,7116784,"DEMOCRAT",0.607609841748745,1
2012,"NEW YORK","NY","ROMNEY, MITT",2223397,7116784,"REPUBLICAN",0.312415973282314,0
2012,"NORTH CAROLINA","NC","ROMNEY, MITT",2270395,4505372,"REPUBLICAN",0.503930641021429,1
2012,"NORTH CAROLINA","NC","OBAMA, BARACK H.",2178391,4505372,"DEMOCRAT",0.483509685770676,0
2012,"NORTH DAKOTA","ND","ROMNEY, MITT",188320,322932,"REPUBLICAN",0.583156825585572,1
2012,"NORTH DAKOTA","ND","OBAMA, BARACK H.",124966,322932,"DEMOCRAT",0.386973108889797,0
2012,"OHIO","OH","OBAMA, BARACK H.",2827621,5580822,"DEMOCRAT",0.506667476583199,1
2012,"OHIO","OH","ROMNEY, MITT",2661407,5580822,"REPUBLICAN",0.476884408784226,0
2012,"OKLAHOMA","OK","ROMNEY, MITT",891325,1334872,"REPUBLICAN",0.667723197430166,1
2012,"OKLAHOMA","OK","OBAMA, BARACK H.",443547,1334872,"DEMOCRAT",0.332276802569834,0
2012,"OREGON","OR","OBAMA, BARACK H.",970488,1789270,"DEMOCRAT",0.54239326652769,1
2012,"OREGON","OR","ROMNEY, MITT",754175,1789270,"REPUBLICAN",0.421498711765133,0
2012,"PENNSYLVANIA","PA","OBAMA, BARACK H.",2990274,5742040,"DEMOCRAT",0.520768577021407,1
2012,"PENNSYLVANIA","PA","ROMNEY, MITT",2680434,5742040,"REPUBLICAN",0.466808660336744,0
2012,"RHODE ISLAND","RI","OBAMA, BARACK H.",279677,446049,"DEMOCRAT",0.627009588632639,1
2012,"RHODE ISLAND","RI","ROMNEY, MITT",157204,446049,"REPUBLICAN",0.35243661570814,0
2012,"SOUTH CAROLINA","SC","ROMNEY, MITT",1071645,1964118,"REPUBLICAN",0.545611312558614,1
2012,"SOUTH CAROLINA","SC","OBAMA, BARACK H.",865941,1964118,"DEMOCRAT",0.440880334073615,0
2012,"SOUTH DAKOTA","SD","ROMNEY, MITT",210610,363815,"REPUBLICAN",0.578893118755411,1
2012,"SOUTH DAKOTA","SD","OBAMA, BARACK H.",145039,363815,"DEMOCRAT",0.398661407583525,0
2012,"TENNESSEE","TN","ROMNEY, MITT",1462330,2458577,"REPUBLICAN",0.594787147199376,1
2012,"TENNESSEE","TN","OBAMA, BARACK H.",960709,2458577,"DEMOCRAT",0.390758149937952,0
2012,"TEXAS","TX","ROMNEY, MITT",4569843,7993851,"REPUBLICAN",0.571669774680564,1
2012,"TEXAS","TX","OBAMA, BARACK H.",3308124,7993851,"DEMOCRAT",0.413833582837609,0
2012,"UTAH","UT","ROMNEY, MITT",740600,1017440,"REPUBLICAN",0.727905331026891,1
2012,"UTAH","UT","OBAMA, BARACK H.",251813,1017440,"DEMOCRAT",0.247496658279604,0
2012,"VERMONT","VT","OBAMA, BARACK H.",199239,299290,"DEMOCRAT",0.665705503023823,1
2012,"VERMONT","VT","ROMNEY, MITT",92698,299290,"REPUBLICAN",0.309726352367269,0
2012,"VIRGINIA","VA","OBAMA, BARACK H.",1971820,3854489,"DEMOCRAT",0.511564567962186,1
2012,"VIRGINIA","VA","ROMNEY, MITT",1822522,3854489,"REPUBLICAN",0.472831028963891,0
2012,"WASHINGTON","WA","OBAMA, BARACK H.",1755396,3125516,"DEMOCRAT",0.561633982996728,1
2012,"WASHINGTON","WA","MITT, ROMNEY",1290670,3125516,"REPUBLICAN",0.412946214321091,0
2012,"WEST VIRGINIA","WV","ROMNEY, MITT",417655,670438,"REPUBLICAN",0.622958424194333,1
2012,"WEST VIRGINIA","WV","OBAMA, BARACK H.",238269,670438,"DEMOCRAT",0.355393041563873,0
2012,"WISCONSIN","WI","OBAMA, BARACK H.",1620985,3071434,"DEMOCRAT",0.527761625351546,1
2012,"WISCONSIN","WI","ROMNEY, MITT",1410966,3071434,"REPUBLICAN",0.459383467136198,0
2012,"WYOMING","WY","ROMNEY, MITT",170962,250701,"REPUBLICAN",0.681935851871353,1
2012,"WYOMING","WY","OBAMA, BARACK H.",69286,250701,"DEMOCRAT",0.276369061152528,0
2016,"ALABAMA","AL","TRUMP, DONALD J.",1318255,2123372,"REPUBLICAN",0.620830923644091,1
2016,"ALABAMA","AL","CLINTON, HILLARY",729547,2123372,"DEMOCRAT",0.343579457579736,0
2016,"ALASKA","AK","TRUMP, DONALD J.",163387,318608,"REPUBLICAN",0.512815120775373,1
2016,"ALASKA","AK","CLINTON, HILLARY",116454,318608,"DEMOCRAT",0.36550871290112,0
2016,"ARIZONA","AZ","TRUMP, DONALD J.",1252401,2573165,"REPUBLICAN",0.48671616472321,1
2016,"ARIZONA","AZ","CLINTON, HILLARY",1161167,2573165,"DEMOCRAT",0.451260218446932,0
2016,"ARIZONA","AZ","",42,2573165,"DEMOCRAT",1.63223112392715e-05,0
2016,"ARKANSAS","AR","TRUMP, DONALD J.",684872,1130635,"REPUBLICAN",0.605741021638283,1
2016,"ARKANSAS","AR","CLINTON, HILLARY",380494,1130635,"DEMOCRAT",0.336531241293609,0
2016,"CALIFORNIA","CA","CLINTON, HILLARY",8753788,14181595,"DEMOCRAT",0.617263996045579,1
2016,"CALIFORNIA","CA","TRUMP, DONALD J.",4483810,14181595,"REPUBLICAN",0.316171065384394,0
2016,"COLORADO","CO","CLINTON, HILLARY",1338870,2780220,"DEMOCRAT",0.481569803828474,1
2016,"COLORADO","CO","TRUMP, DONALD J.",1202484,2780220,"REPUBLICAN",0.43251397371431,0
2016,"CONNECTICUT","CT","CLINTON, HILLARY",897572,1644920,"DEMOCRAT",0.545663010967099,1
2016,"CONNECTICUT","CT","TRUMP, DONALD J.",673215,1644920,"REPUBLICAN",0.409269143788148,0
2016,"DELAWARE","DE","CLINTON, HILLARY",235603,441590,"DEMOCRAT",0.533533368056342,1
2016,"DELAWARE","DE","TRUMP, DONALD J.",185127,441590,"REPUBLICAN",0.419228243393193,0
2016,"DISTRICT OF COLUMBIA","DC","CLINTON, HILLARY",282830,312575,"DEMOCRAT",0.904838838678717,1
2016,"DISTRICT OF COLUMBIA","DC","TRUMP, DONALD J.",12723,312575,"REPUBLICAN",0.0407038310805407,0
2016,"FLORIDA","FL","TRUMP, DONALD J.",4617886,9420039,"REPUBLICAN",0.490219414165907,1
2016,"FLORIDA","FL","CLINTON, HILLARY",4504975,9420039,"DEMOCRAT",0.478233158058051,0
2016,"GEORGIA","GA","TRUMP, DONALD J.",2089104,4114732,"REPUBLICAN",0.50771326054771,1
2016,"GEORGIA","GA","CLINTON, HILLARY",1877963,4114732,"DEMOCRAT",0.456399833573608,0
2016,"HAWAII","HI","CLINTON, HILLARY",266891,437664,"DEMOCRAT",0.60980798055129,1
2016,"HAWAII","HI","TRUMP, DONALD J.",128847,437664,"REPUBLICAN",0.294397071726256,0
2016,"IDAHO","ID","TRUMP, DONALD J.",409055,690255,"REPUBLICAN",0.592614323691969,1
2016,"IDAHO","ID","CLINTON, HILLARY",189765,690255,"DEMOCRAT",0.274920138209792,0
2016,"ILLINOIS","IL","CLINTON, HILLARY",3090729,5536424,"DEMOCRAT",0.558253666987933,1
2016,"ILLINOIS","IL","TRUMP, DONALD J.",2146015,5536424,"REPUBLICAN",0.387617530738253,0
2016,"INDIANA","IN","TRUMP, DONALD J.",1557286,2734958,"REPUBLICAN",0.569400334484113,1
2016,"INDIANA","IN","CLINTON, HILLARY",1033126,2734958,"DEMOCRAT",0.37774839686752,0
2016,"IOWA","IA","TRUMP, DONALD J.",800983,1565580,"REPUBLICAN",0.511620613446774,1
2016,"IOWA","IA","CLINTON, HILLARY",653669,1565580,"DEMOCRAT",0.417525134454962,0
2016,"KANSAS","KS","TRUMP, DONALD J.",671018,1184402,"REPUBLICAN",0.566545818058396,1
2016,"KANSAS","KS","CLINTON, HILLARY",427005,1184402,"DEMOCRAT",0.360523707322345,0
2016,"KENTUCKY","KY","TRUMP, DONALD J.",1202971,1924149,"REPUBLICAN",0.625196385519001,1
2016,"KENTUCKY","KY","CLINTON, HILLARY",628854,1924149,"DEMOCRAT",0.326821883336478,0
2016,"LOUISIANA","LA","TRUMP, DONALD J.",1178638,2029032,"REPUBLICAN",0.580886846535688,1
2016,"LOUISIANA","LA","CLINTON, HILLARY",780154,2029032,"DEMOCRAT",0.38449566098514,0
2016,"MAINE","ME","CLINTON, HILLARY",357735,771892,"DEMOCRAT",0.46345214097309,1
2016,"MAINE","ME","TRUMP, DONALD J.",335593,771892,"REPUBLICAN",0.434766780844989,0
2016,"MARYLAND","MD","CLINTON, HILLARY",1677928,2781446,"DEMOCRAT",0.603257442351928,1
2016,"MARYLAND","MD","TRUMP, DONALD J.",943169,2781446,"REPUBLICAN",0.339093047285477,0
2016,"MARYLAND","MD","TRUMP, DONALD J.",259,2781446,"REPUBLICAN",9.31170333704124e-05,0
2016,"MARYLAND","MD","CLINTON, HILLARY",78,2781446,"DEMOCRAT",2.80429675787342e-05,0
2016,"MASSACHUSETTS","MA","CLINTON, HILLARY",1995196,3378821,"DEMOCRAT",0.590500650966713,1
2016,"MASSACHUSETTS","MA","TRUMP, DONALD J.",1090893,3378821,"REPUBLICAN",0.322862027908552,0
2016,"MICHIGAN","MI","TRUMP, DONALD J.",2279543,4799284,"REPUBLICAN",0.474975642199961,1
2016,"MICHIGAN","MI","CLINTON, HILLARY",2268839,4799284,"DEMOCRAT",0.472745309508668,0
2016,"MINNESOTA","MN","CLINTON, HILLARY",1367705,2944782,"DEMOCRAT",0.46445033961767,1
2016,"MINNESOTA","MN","TRUMP, DONALD J.",1322949,2944782,"REPUBLICAN",0.449251931042773,0
2016,"MISSISSIPPI","MS","TRUMP, DONALD J.",700714,1209357,"REPUBLICAN",0.579410380888356,1
2016,"MISSISSIPPI","MS","CLINTON, HILLARY",485131,1209357,"DEMOCRAT",0.401147882717841,0
2016,"MISSOURI","MO","TRUMP, DONALD J.",1594511,2808605,"REPUBLICAN",0.567723478381617,1
2016,"MISSOURI","MO","CLINTON, HILLARY",1071068,2808605,"DEMOCRAT",0.381352308352367,0
2016,"MONTANA","MT","TRUMP, DONALD J.",279240,494526,"REPUBLICAN",0.564661918685772,1
2016,"MONTANA","MT","CLINTON, HILLARY",177709,494526,"DEMOCRAT",0.359352187751503,0
2016,"NEBRASKA","NE","TRUMP, DONALD J.",495961,844227,"REPUBLICAN",0.587473511271258,1
2016,"NEBRASKA","NE","CLINTON, HILLARY",284494,844227,"DEMOCRAT",0.336987563771355,0
2016,"NEVADA","NV","CLINTON, HILLARY",539260,1125385,"DEMOCRAT",0.47917823678119,1
2016,"NEVADA","NV","TRUMP, DONALD J.",512058,1125385,"REPUBLICAN",0.455006953176024,0
2016,"NEW HAMPSHIRE","NH","CLINTON, HILLARY",348526,744296,"DEMOCRAT",0.468262626696906,1
2016,"NEW HAMPSHIRE","NH","TRUMP, DONALD J.",345790,744296,"REPUBLICAN",0.464586669819534,0
2016,"NEW JERSEY","NJ","CLINTON, HILLARY",2148278,3874046,"DEMOCRAT",0.554530844496942,1
2016,"NEW JERSEY","NJ","TRUMP, DONALD J.",1601933,3874046,"REPUBLICAN",0.413503866500295,0
2016,"NEW MEXICO","NM","CLINTON, HILLARY",385234,798319,"DEMOCRAT",0.482556471786341,1
2016,"NEW MEXICO","NM","TRUMP, DONALD J.",319667,798319,"REPUBLICAN",0.400425143332427,0
2016,"NEW YORK","NY","CLINTON, HILLARY",4379789,7802084,"DEMOCRAT",0.56136142599849,1
2016,"NEW YORK","NY","TRUMP, DONALD J.",2527142,7802084,"REPUBLICAN",0.323906023057429,0
2016,"NORTH CAROLINA","NC","TRUMP, DONALD J.",2362631,4741564,"REPUBLICAN",0.498280946961804,1
2016,"NORTH CAROLINA","NC","CLINTON, HILLARY",2189316,4741564,"DEMOCRAT",0.461728661682095,0
2016,"NORTH DAKOTA","ND","TRUMP, DONALD J.",216794,344360,"REPUBLICAN",0.629556278313393,1
2016,"NORTH DAKOTA","ND","CLINTON, HILLARY",93758,344360,"DEMOCRAT",0.27226739458706,0
2016,"OHIO","OH","TRUMP, DONALD J.",2841005,5496487,"REPUBLICAN",0.516876506757862,1
2016,"OHIO","OH","CLINTON, HILLARY",2394164,5496487,"DEMOCRAT",0.4355807627672,0
2016,"OKLAHOMA","OK","TRUMP, DONALD J.",949136,1452992,"REPUBLICAN",0.653228648196274,1
2016,"OKLAHOMA","OK","CLINTON, HILLARY",420375,1452992,"DEMOCRAT",0.289316802845439,0
2016,"OREGON","OR","CLINTON, HILLARY",1002106,2001336,"DEMOCRAT",0.500718520028621,1
2016,"OREGON","OR","TRUMP, DONALD J.",782403,2001336,"REPUBLICAN",0.390940351844968,0
2016,"PENNSYLVANIA","PA","TRUMP, DONALD J.",2970733,6115402,"REPUBLICAN",0.48577885803746,1
2016,"PENNSYLVANIA","PA","CLINTON, HILLARY",2926441,6115402,"DEMOCRAT",0.478536161645629,0
2016,"RHODE ISLAND","RI","CLINTON, HILLARY",252525,464144,"DEMOCRAT",0.544066065703747,1
2016,"RHODE ISLAND","RI","TRUMP, DONALD J.",180543,464144,"REPUBLICAN",0.388980574993967,0
2016,"SOUTH CAROLINA","SC","TRUMP, DONALD J.",1155389,2103027,"REPUBLICAN",0.549393326856954,1
2016,"SOUTH CAROLINA","SC","CLINTON, HILLARY",855373,2103027,"DEMOCRAT",0.406734197896651,0
2016,"SOUTH DAKOTA","SD","TRUMP, DONALD J.",227721,370093,"REPUBLICAN",0.615307503789588,1
2016,"SOUTH DAKOTA","SD","CLINTON, HILLARY",117458,370093,"DEMOCRAT",0.31737428159949,0
2016,"TENNESSEE","TN","TRUMP, DONALD J.",1522925,2508027,"REPUBLICAN",0.607220336942146,1
2016,"TENNESSEE","TN","CLINTON, HILLARY",870695,2508027,"DEMOCRAT",0.347163327986501,0
2016,"TEXAS","TX","TRUMP, DONALD J.",4685047,8969226,"REPUBLICAN",0.522346855793354,1
2016,"TEXAS","TX","CLINTON, HILLARY",3877868,8969226,"DEMOCRAT",0.43235257981012,0
2016,"UTAH","UT","TRUMP, DONALD J.",515211,1131317,"REPUBLICAN",0.455408165881004,1
2016,"UTAH","UT","CLINTON, HILLARY",310674,1131317,"DEMOCRAT",0.27461268592269,0
2016,"VERMONT","VT","CLINTON, HILLARY",178573,320467,"DEMOCRAT",0.557227421232139,1
2016,"VERMONT","VT","TRUMP, DONALD J.",95369,320467,"REPUBLICAN",0.297593824013081,0
2016,"VIRGINIA","VA","CLINTON, HILLARY",1981473,3982752,"DEMOCRAT",0.497513528334177,1
2016,"VIRGINIA","VA","TRUMP, DONALD J.",1769443,3982752,"REPUBLICAN",0.44427647013924,0
2016,"WASHINGTON","WA","CLINTON, HILLARY",1742718,3317019,"DEMOCRAT",0.525386800618266,1
2016,"WASHINGTON","WA","TRUMP, DONALD J.",1221747,3317019,"REPUBLICAN",0.368326801866375,0
2016,"WEST VIRGINIA","WV","TRUMP, DONALD J.",489371,713051,"REPUBLICAN",0.686305748116194,1
2016,"WEST VIRGINIA","WV","CLINTON, HILLARY",188794,713051,"DEMOCRAT",0.264769280177715,0
2016,"WISCONSIN","WI","TRUMP, DONALD J.",1405284,2976150,"REPUBLICAN",0.472181845673101,1
2016,"WISCONSIN","WI","CLINTON, HILLARY",1382536,2976150,"DEMOCRAT",0.464538413722427,0
2016,"WYOMING","WY","TRUMP, DONALD J.",174419,258788,"REPUBLICAN",0.673984110546084,1
2016,"WYOMING","WY","CLINTON, HILLARY",55973,258788,"DEMOCRAT",0.21628900876393,0
2020,"ALABAMA","AL","BIDEN, JOSEPH R. JR",849624,2323282,"DEMOCRAT",0.365699902121223,0
2020,"ALABAMA","AL","TRUMP, DONALD J.",1441170,2323282,"REPUBLICAN",0.620316431668648,1
2020,"ALASKA","AK","BIDEN, JOSEPH R. JR",153778,359530,"DEMOCRAT",0.427719522710205,0
2020,"ALASKA","AK","TRUMP, DONALD J.",189951,359530,"REPUBLICAN",0.528331432703808,1
2020,"ARIZONA","AZ","BIDEN, JOSEPH R. JR",1672143,3387326,"DEMOCRAT",0.493646906143666,1
2020,"ARIZONA","AZ","TRUMP, DONALD J.",1661686,3387326,"REPUBLICAN",0.490559810304647,0
2020,"ARKANSAS","AR","BIDEN, JOSEPH R. JR",423932,1219069,"DEMOCRAT",0.34775061953015,0
2020,"ARKANSAS","AR","TRUMP, DONALD J.",760647,1219069,"REPUBLICAN",0.623957298561443,1
2020,"CALIFORNIA","CA","BIDEN, JOSEPH R. JR",11110250,17500881,"DEMOCRAT",0.634839468938735,1
2020,"CALIFORNIA","CA","TRUMP, DONALD J.",6006429,17500881,"REPUBLICAN",0.343207236252849,0
2020,"COLORADO","CO","BIDEN, JOSEPH R. JR",1804352,3279980,"DEMOCRAT",0.550110671406533,1
2020,"COLORADO","CO","TRUMP, DONALD J.",1364607,3279980,"REPUBLICAN",0.416041256349124,0
2020,"CONNECTICUT","CT","BIDEN, JOSEPH R. JR",1080831,1823857,"DEMOCRAT",0.592607315156835,1
2020,"CONNECTICUT","CT","TRUMP, DONALD J.",714717,1823857,"REPUBLICAN",0.391871182883307,0
2020,"DELAWARE","DE","BIDEN, JOSEPH R. JR",296268,504346,"DEMOCRAT",0.587430057936417,1
2020,"DELAWARE","DE","TRUMP, DONALD J.",200603,504346,"REPUBLICAN",0.397748767711055,0
2020,"DISTRICT OF COLUMBIA","DC","BIDEN, JOSEPH R. JR",317323,344356,"DEMOCRAT",0.921496939214069,1
2020,"DISTRICT OF COLUMBIA","DC","TRUMP, DONALD J.",18586,344356,"REPUBLICAN",0.0539732137671479,0
2020,"FLORIDA","FL","BIDEN, JOSEPH R. JR",5297045,11067456,"DEMOCRAT",0.478614507254422,0
2020,"FLORIDA","FL","TRUMP, DONALD J.",5668731,11067456,"REPUBLICAN",0.51219819622504,1
2020,"GEORGIA","GA","BIDEN, JOSEPH R. JR",2473633,4999960,"DEMOCRAT",0.494730557844463,1
2020,"GEORGIA","GA","TRUMP, DONALD J.",2461854,4999960,"REPUBLICAN",0.492374738997912,0
2020,"HAWAII","HI","BIDEN, JOSEPH R. JR",366130,579784,"DEMOCRAT",0.631493797690174,1
2020,"HAWAII","HI","TRUMP, DONALD J.",196864,579784,"REPUBLICAN",0.339547141694148,0
2020,"IDAHO","ID","BIDEN, JOSEPH R. JR",287021,868014,"DEMOCRAT",0.33066402154804,0
2020,"IDAHO","ID","TRUMP, DONALD J.",554119,868014,"REPUBLICAN",0.638375648319036,1
2020,"ILLINOIS","IL","BIDEN, JOSEPH R. JR",3471915,6033743,"DEMOCRAT",0.575416453766758,1
2020,"ILLINOIS","IL","TRUMP, DONALD J.",2446891,6033743,"REPUBLICAN",0.405534508181737,0
2020,"INDIANA","IN","BIDEN, JOSEPH R. JR",1242416,3033118,"DEMOCRAT",0.409616770597121,0
2020,"INDIANA","IN","TRUMP, DONALD J.",1729519,3033118,"REPUBLICAN",0.570211577657051,1
2020,"IOWA","IA","TRUMP, DONALD J.",897672,1700130,"REPUBLICAN",0.528001976319458,1
2020,"IOWA","IA","BIDEN, JOSEPH R. JR",759061,1700130,"DEMOCRAT",0.446472328586637,0
2020,"KANSAS","KS","TRUMP, DONALD J.",771406,1372303,"REPUBLICAN",0.562125128342647,1
2020,"KANSAS","KS","BIDEN, JOSEPH R. JR",570323,1372303,"DEMOCRAT",0.415595535388322,0
2020,"KENTUCKY","KY","TRUMP, DONALD J.",1326646,2136768,"REPUBLICAN",0.620865718692904,1
2020,"KENTUCKY","KY","BIDEN, JOSEPH R. JR",772474,2136768,"DEMOCRAT",0.36151514811154,0
2020,"LOUISIANA","LA","BIDEN, JOSEPH R. JR",856034,2148062,"DEMOCRAT",0.398514568015262,0
2020,"LOUISIANA","LA","TRUMP, DONALD J.",1255776,2148062,"REPUBLICAN",0.584608824140085,1
2020,"MAINE","ME","BIDEN, JOSEPH R. JR",435072,828305,"DEMOCRAT",0.525255793457724,1
2020,"MAINE","ME","TRUMP, DONALD J.",360737,828305,"REPUBLICAN",0.435512281104183,0
2020,"MARYLAND","MD","TRUMP, DONALD J.",976414,3037030,"REPUBLICAN",0.321502915677488,0
2020,"MARYLAND","MD","BIDEN, JOSEPH R. JR",1985023,3037030,"DEMOCRAT",0.653606648600771,1
2020,"MASSACHUSETTS","MA","BIDEN, JOSEPH R. JR",2382202,3658005,"DEMOCRAT",0.651229837028654,1
2020,"MASSACHUSETTS","MA","TRUMP, DONALD J.",1167202,3658005,"REPUBLICAN",0.31908157588631,0
2020,"MICHIGAN","MI","BIDEN, JOSEPH R. JR",2804040,5539302,"DEMOCRAT",0.506208182908244,1
2020,"MICHIGAN","MI","TRUMP, DONALD J.",2649852,5539302,"REPUBLICAN",0.478372906911376,0
2020,"MINNESOTA","MN","TRUMP, DONALD J.",1484065,3277171,"REPUBLICAN",0.452849424091694,0
2020,"MINNESOTA","MN","BIDEN, JOSEPH R. JR",1717077,3277171,"DEMOCRAT",0.5239509930974,1
2020,"MISSISSIPPI","MS","BIDEN, JOSEPH R. JR",539398,1313759,"DEMOCRAT",0.410576064559786,0
2020,"MISSISSIPPI","MS","TRUMP, DONALD J.",756764,1313759,"REPUBLICAN",0.576029545753825,1
2020,"MISSOURI","MO","TRUMP, DONALD J.",1718736,3025962,"REPUBLICAN",0.567996557788895,1
2020,"MISSOURI","MO","BIDEN, JOSEPH R. JR",1253014,3025962,"DEMOCRAT",0.414087817361884,0
2020,"MONTANA","MT","TRUMP, DONALD J.",343602,603674,"REPUBLICAN",0.569184692400203,1
2020,"MONTANA","MT","BIDEN, JOSEPH R. JR",244786,603674,"DEMOCRAT",0.405493693616091,0
2020,"NEBRASKA","NE","TRUMP, DONALD J.",556846,956383,"REPUBLICAN",0.582241633320542,1
2020,"NEBRASKA","NE","BIDEN, JOSEPH R. JR",374583,956383,"DEMOCRAT",0.39166630941788,0
2020,"NEVADA","NV","TRUMP, DONALD J.",669890,1405376,"REPUBLICAN",0.476662473245594,0
2020,"NEVADA","NV","BIDEN, JOSEPH R. JR",703486,1405376,"DEMOCRAT",0.50056781957284,1
2020,"NEW HAMPSHIRE","NH","TRUMP, DONALD J.",365654,806182,"REPUBLICAN",0.453562595046776,0
2020,"NEW HAMPSHIRE","NH","BIDEN, JOSEPH R. JR",424921,806182,"DEMOCRAT",0.527078252801477,1
2020,"NEW JERSEY","NJ","TRUMP, DONALD J.",1883274,4549353,"REPUBLICAN",0.413965238573485,0
